year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2020,4,WN,Southwest Airlines,IAD,"Washington, DC: Washington Dulles International",130.00,0.00,0.00,0.00,0.00,0.00,0.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,WN,Southwest Airlines,LAS,"Las Vegas, NV: McCarran International",4882.00,57.00,16.99,2.19,31.48,0.00,6.33,2730.00,1.00,1810.00,694.00,66.00,807.00,0.00,243.00
2020,4,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2560.00,41.00,20.21,0.00,17.79,0.00,3.00,1450.00,1.00,1256.00,694.00,0.00,410.00,0.00,152.00
2020,4,WN,Southwest Airlines,LGA,"New York, NY: LaGuardia",886.00,5.00,3.00,0.00,1.00,0.00,1.00,590.00,0.00,125.00,77.00,0.00,16.00,0.00,32.00
2020,4,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3178.00,37.00,13.66,1.62,12.94,0.69,8.10,1612.00,1.00,1422.00,659.00,55.00,314.00,20.00,374.00
2020,4,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",5314.00,55.00,26.21,0.60,17.01,1.00,10.18,2503.00,1.00,2054.00,982.00,9.00,647.00,19.00,397.00
2020,4,WN,Southwest Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",488.00,10.00,6.38,0.00,1.00,0.00,2.62,217.00,0.00,285.00,196.00,0.00,24.00,0.00,65.00
2020,4,WN,Southwest Airlines,PHL,"Philadelphia, PA: Philadelphia International",627.00,9.00,5.48,0.00,2.46,0.00,1.06,277.00,0.00,404.00,287.00,0.00,83.00,0.00,34.00
2020,4,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4377.00,104.00,36.86,0.87,56.44,1.00,8.83,2166.00,6.00,3567.00,1700.00,20.00,1518.00,26.00,303.00
2020,4,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2622.00,48.00,19.02,0.00,25.60,0.00,3.37,1449.00,3.00,1509.00,682.00,0.00,639.00,0.00,188.00
2020,4,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",664.00,9.00,6.03,0.00,1.85,0.00,1.12,318.00,0.00,304.00,170.00,0.00,54.00,0.00,80.00
2020,4,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",849.00,13.00,7.50,0.00,1.43,0.00,4.07,481.00,0.00,553.00,358.00,0.00,30.00,0.00,165.00
2020,4,WN,Southwest Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",772.00,9.00,4.67,0.00,1.33,0.00,3.00,336.00,0.00,387.00,208.00,0.00,22.00,0.00,157.00
2020,4,WN,Southwest Airlines,TPA,"Tampa, FL: Tampa International",2265.00,37.00,7.94,0.00,25.19,0.00,3.88,1088.00,0.00,1000.00,274.00,0.00,630.00,0.00,96.00
2020,4,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",51.00,1.00,1.00,0.00,0.00,0.00,0.00,25.00,0.00,34.00,34.00,0.00,0.00,0.00,0.00
2020,4,YV,Mesa Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",37.00,3.00,1.00,0.00,2.00,0.00,0.00,5.00,0.00,84.00,36.00,0.00,48.00,0.00,0.00
2020,4,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",51.00,1.00,1.00,0.00,0.00,0.00,0.00,37.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00
2020,4,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",51.00,1.00,1.00,0.00,0.00,0.00,0.00,21.00,0.00,19.00,19.00,0.00,0.00,0.00,0.00
2020,4,YV,Mesa Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,YV,Mesa Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2150.00,83.00,29.69,0.90,29.77,0.00,22.64,984.00,0.00,4471.00,1865.00,86.00,927.00,0.00,1593.00
2020,4,YV,Mesa Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",55.00,2.00,2.00,0.00,0.00,0.00,0.00,16.00,0.00,94.00,94.00,0.00,0.00,0.00,0.00
2020,4,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",697.00,18.00,6.00,2.00,10.00,0.00,0.00,260.00,0.00,1653.00,301.00,440.00,912.00,0.00,0.00
2020,4,YV,Mesa Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1095.00,48.00,32.00,0.00,16.00,0.00,0.00,354.00,2.00,3141.00,2494.00,0.00,647.00,0.00,0.00
2020,4,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",26.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,YV,Mesa Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",41.00,2.00,2.00,0.00,0.00,0.00,0.00,8.00,0.00,55.00,55.00,0.00,0.00,0.00,0.00
2020,4,YV,Mesa Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",37.00,2.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,95.00,36.00,59.00,0.00,0.00,0.00
2020,4,YV,Mesa Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",743.00,14.00,6.49,0.00,5.34,0.00,2.17,274.00,0.00,2531.00,2128.00,0.00,244.00,0.00,159.00
2020,4,YV,Mesa Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",7.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",289.00,5.00,3.89,0.00,0.15,0.00,0.95,112.00,0.00,390.00,326.00,0.00,22.00,0.00,42.00
2020,4,YX,Republic Airline,AUS,"Austin, TX: Austin - Bergstrom International",27.00,1.00,0.00,0.00,1.00,0.00,0.00,13.00,0.00,19.00,0.00,0.00,19.00,0.00,0.00
2020,4,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",118.00,1.00,1.00,0.00,0.00,0.00,0.00,68.00,0.00,48.00,48.00,0.00,0.00,0.00,0.00
2020,4,YX,Republic Airline,BOS,"Boston, MA: Logan International",266.00,4.00,3.08,0.00,0.00,0.00,0.92,139.00,0.00,304.00,237.00,0.00,0.00,0.00,67.00
2020,4,YX,Republic Airline,CLT,"Charlotte, NC: Charlotte Douglas International",673.00,11.00,10.00,0.00,0.00,0.00,1.00,288.00,1.00,528.00,510.00,0.00,0.00,0.00,18.00
2020,4,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",1178.00,27.00,12.71,3.00,3.00,0.00,8.29,435.00,2.00,1833.00,1144.00,99.00,92.00,0.00,498.00
2020,4,YX,Republic Airline,DEN,"Denver, CO: Denver International",286.00,12.00,5.57,0.85,3.62,0.00,1.95,85.00,0.00,748.00,232.00,259.00,130.00,0.00,127.00
2020,4,YX,Republic Airline,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1.00,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,YX,Republic Airline,DTW,"Detroit, MI: Detroit Metro Wayne County",363.00,12.00,7.43,1.32,2.18,0.00,1.07,71.00,0.00,760.00,485.00,118.00,94.00,0.00,63.00
2020,4,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",325.00,4.00,2.00,0.00,0.00,0.00,2.00,230.00,0.00,225.00,149.00,0.00,0.00,0.00,76.00
2020,4,YX,Republic Airline,IAD,"Washington, DC: Washington Dulles International",224.00,2.00,2.00,0.00,0.00,0.00,0.00,44.00,0.00,293.00,293.00,0.00,0.00,0.00,0.00
2020,4,YX,Republic Airline,IAH,"Houston, TX: George Bush Intercontinental/Houston",369.00,19.00,6.94,1.00,10.06,0.00,1.00,110.00,0.00,1683.00,1274.00,16.00,376.00,0.00,17.00
2020,4,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",103.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,YX,Republic Airline,LGA,"New York, NY: LaGuardia",699.00,12.00,9.00,0.00,1.00,0.00,2.00,465.00,1.00,597.00,527.00,0.00,17.00,0.00,53.00
2020,4,YX,Republic Airline,MIA,"Miami, FL: Miami International",719.00,22.00,11.06,0.00,4.79,0.00,6.16,268.00,0.00,1267.00,703.00,0.00,154.00,0.00,410.00
2020,4,YX,Republic Airline,MSP,"Minneapolis, MN: Minneapolis-St Paul International",182.00,2.00,1.00,1.00,0.00,0.00,0.00,73.00,0.00,196.00,136.00,60.00,0.00,0.00,0.00
2020,4,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",542.00,26.00,14.62,0.00,2.47,0.00,8.91,149.00,0.00,1126.00,618.00,0.00,115.00,0.00,393.00
2020,4,YX,Republic Airline,PHL,"Philadelphia, PA: Philadelphia International",978.00,18.00,15.66,0.00,0.11,0.00,2.23,405.00,0.00,2333.00,2127.00,0.00,5.00,0.00,201.00
2020,4,YX,Republic Airline,TPA,"Tampa, FL: Tampa International",12.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,ZW,Air Wisconsin Airlines Corp,IAD,"Washington, DC: Washington Dulles International",451.00,15.00,11.89,0.00,2.11,0.00,1.00,121.00,0.00,1072.00,851.00,0.00,55.00,0.00,166.00
2020,4,ZW,Air Wisconsin Airlines Corp,ORD,"Chicago, IL: Chicago O'Hare International",993.00,32.00,20.81,3.00,3.26,0.00,4.92,365.00,0.00,2521.00,1590.00,185.00,153.00,0.00,593.00
2020,4,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1314.00,56.00,36.33,2.45,7.88,0.00,9.33,288.00,1.00,4619.00,3437.00,251.00,270.00,0.00,661.00
2020,4,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1.00,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",2.00,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",67.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",3.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",20.00,,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",38.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",852.00,48.00,28.18,1.00,11.86,0.00,6.96,132.00,0.00,2810.00,2163.00,20.00,329.00,0.00,298.00
2020,4,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",7.00,,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",7.00,,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",13.00,,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",3.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,43.00,43.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",438.00,12.00,6.01,0.97,4.18,0.00,0.84,276.00,0.00,913.00,549.00,142.00,124.00,0.00,98.00
2020,4,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",112.00,,0.00,0.00,0.00,0.00,0.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",5.00,,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",430.00,16.00,9.80,0.00,5.14,0.00,1.06,98.00,0.00,701.00,528.00,0.00,136.00,0.00,37.00
2020,4,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4.00,,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,TPA,"Tampa, FL: Tampa International",1.00,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",475.00,18.00,10.28,0.37,2.21,0.00,5.14,195.00,0.00,994.00,741.00,10.00,50.00,0.00,193.00
2020,4,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",539.00,29.00,13.38,0.94,9.10,0.00,5.58,220.00,1.00,1297.00,663.00,31.00,273.00,0.00,330.00
2020,4,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",386.00,16.00,11.71,0.00,1.54,0.00,2.75,162.00,0.00,891.00,693.00,0.00,32.00,0.00,166.00
2020,4,AA,American Airlines Network,BOS,"Boston, MA: Logan International",989.00,17.00,13.33,0.00,0.00,0.00,3.67,418.00,0.00,1041.00,738.00,0.00,0.00,0.00,303.00
2020,4,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",209.00,5.00,3.30,0.00,0.77,0.00,0.93,87.00,0.00,407.00,237.00,0.00,20.00,0.00,150.00
2020,4,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",5699.00,150.00,98.75,5.13,14.64,0.00,31.49,2149.00,3.00,12354.00,9286.00,365.00,478.00,0.00,2225.00
2020,4,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",1145.00,22.00,16.40,1.00,2.15,0.00,2.45,457.00,0.00,1271.00,1043.00,27.00,92.00,0.00,109.00
2020,4,AA,American Airlines Network,DEN,"Denver, CO: Denver International",443.00,20.00,11.85,0.44,4.71,0.00,3.00,142.00,0.00,1200.00,925.00,7.00,122.00,0.00,146.00
2020,4,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",7237.00,300.00,135.02,9.37,103.60,0.00,52.01,2945.00,1.00,21822.00,14079.00,559.00,2891.00,0.00,4293.00
2020,4,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",209.00,10.00,7.16,0.00,2.00,0.00,0.84,78.00,1.00,478.00,310.00,0.00,41.00,0.00,127.00
2020,4,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",262.00,4.00,3.00,0.00,0.00,0.00,1.00,157.00,0.00,223.00,204.00,0.00,0.00,0.00,19.00
2020,4,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",378.00,9.00,6.15,0.77,0.72,0.00,1.36,185.00,0.00,623.00,384.00,27.00,52.00,0.00,160.00
2020,4,AA,American Airlines Network,IAD,"Washington, DC: Washington Dulles International",79.00,2.00,0.43,0.43,1.13,0.00,0.00,17.00,0.00,61.00,20.00,20.00,21.00,0.00,0.00
2020,4,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",362.00,15.00,12.20,0.51,0.70,0.00,1.58,164.00,1.00,818.00,612.00,19.00,35.00,0.00,152.00
2020,4,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",409.00,15.00,12.55,0.00,0.00,0.00,2.45,261.00,0.00,740.00,529.00,0.00,0.00,0.00,211.00
2020,4,AA,American Airlines Network,LAS,"Las Vegas, NV: McCarran International",594.00,45.00,24.60,0.40,14.98,0.00,5.01,181.00,0.00,2175.00,1443.00,10.00,411.00,0.00,311.00
2020,4,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",1487.00,60.00,31.41,1.79,18.95,1.00,6.85,457.00,3.00,2888.00,1492.00,316.00,551.00,64.00,465.00
2020,4,AA,American Airlines Network,LGA,"New York, NY: LaGuardia",676.00,11.00,9.35,0.00,0.00,0.00,1.65,486.00,0.00,650.00,509.00,0.00,0.00,0.00,141.00
2020,4,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",987.00,18.00,13.50,0.00,3.37,0.86,0.27,404.00,1.00,755.00,552.00,0.00,81.00,115.00,7.00
2020,4,AA,American Airlines Network,MIA,"Miami, FL: Miami International",2393.00,73.00,53.68,2.72,7.32,1.00,8.28,886.00,1.00,6142.00,5054.00,156.00,257.00,36.00,639.00
2020,4,AA,American Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",278.00,6.00,4.00,0.00,2.00,0.00,0.00,95.00,1.00,344.00,285.00,0.00,59.00,0.00,0.00
2020,4,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",2386.00,62.00,39.83,2.46,7.75,0.00,11.96,875.00,0.00,4824.00,3207.00,87.00,186.00,0.00,1344.00
2020,4,AA,American Airlines Network,PHL,"Philadelphia, PA: Philadelphia International",2059.00,50.00,33.90,1.00,3.51,0.00,11.59,864.00,1.00,2934.00,1820.00,42.00,82.00,0.00,990.00
2020,4,AA,American Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2592.00,136.00,65.57,4.02,41.65,0.00,24.75,900.00,5.00,11430.00,7799.00,125.00,1431.00,0.00,2075.00
2020,4,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",472.00,45.00,18.93,0.33,24.74,0.00,1.00,164.00,0.00,1573.00,873.00,5.00,663.00,0.00,32.00
2020,4,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",289.00,13.00,6.61,1.52,3.42,0.00,1.45,62.00,0.00,557.00,270.00,115.00,91.00,0.00,81.00
2020,4,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",563.00,21.00,7.45,0.00,10.14,0.00,3.41,217.00,0.00,808.00,297.00,0.00,227.00,0.00,284.00
2020,4,AA,American Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",199.00,15.00,7.11,0.00,3.40,0.00,4.49,58.00,0.00,922.00,429.00,0.00,95.00,0.00,398.00
2020,4,AA,American Airlines Network,TPA,"Tampa, FL: Tampa International",678.00,18.00,14.42,0.00,0.58,0.00,3.00,286.00,0.00,765.00,593.00,0.00,15.00,0.00,157.00
2020,4,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",22.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",57.00,1.00,1.00,0.00,0.00,0.00,0.00,28.00,0.00,167.00,167.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",28.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,BOS,"Boston, MA: Logan International",76.00,1.00,1.00,0.00,0.00,0.00,0.00,37.00,0.00,19.00,19.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",30.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",67.00,1.00,1.00,0.00,0.00,0.00,0.00,10.00,0.00,37.00,37.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,DEN,"Denver, CO: Denver International",54.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",60.00,1.00,0.00,0.00,1.00,0.00,0.00,10.00,0.00,63.00,0.00,0.00,63.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",22.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",108.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",41.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,IAD,"Washington, DC: Washington Dulles International",50.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",30.00,2.00,0.70,0.00,1.30,0.00,0.00,1.00,0.00,52.00,19.00,0.00,33.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",101.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,LAS,"Las Vegas, NV: McCarran International",94.00,1.00,0.79,0.00,0.21,0.00,0.00,35.00,0.00,43.00,34.00,0.00,9.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",334.00,8.00,4.33,0.00,2.67,0.00,1.00,93.00,0.00,381.00,269.00,0.00,78.00,0.00,34.00
2020,4,AS,Alaska Airlines Network,MCO,"Orlando, FL: Orlando International",55.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",49.00,3.00,1.48,0.00,1.52,0.00,0.00,3.00,0.00,131.00,74.00,0.00,57.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",81.00,3.00,3.00,0.00,0.00,0.00,0.00,18.00,0.00,131.00,131.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,PHL,"Philadelphia, PA: Philadelphia International",24.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",78.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",171.00,1.00,1.00,0.00,0.00,0.00,0.00,63.00,0.00,28.00,28.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",1793.00,36.00,18.94,0.74,9.54,1.00,5.79,434.00,0.00,1966.00,1211.00,31.00,311.00,25.00,388.00
2020,4,AS,Alaska Airlines Network,SFO,"San Francisco, CA: San Francisco International",263.00,4.00,2.97,0.00,0.03,0.00,1.00,83.00,0.00,323.00,279.00,0.00,6.00,0.00,38.00
2020,4,AS,Alaska Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",8.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,AS,Alaska Airlines Network,TPA,"Tampa, FL: Tampa International",24.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,AX,Trans States Airlines,DEN,"Denver, CO: Denver International",23.00,3.00,1.00,0.00,2.00,0.00,0.00,11.00,0.00,71.00,37.00,0.00,34.00,0.00,0.00
2020,4,AX,Trans States Airlines,ORD,"Chicago, IL: Chicago O'Hare International",7.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",67.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",35.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",28.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",1397.00,29.00,22.89,0.00,1.77,0.00,4.35,510.00,1.00,1638.00,1319.00,0.00,65.00,0.00,254.00
2020,4,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",20.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",32.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",214.00,5.00,2.97,0.00,1.03,0.00,1.00,78.00,0.00,178.00,131.00,0.00,32.00,0.00,15.00
2020,4,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",24.00,1.00,1.00,0.00,0.00,0.00,0.00,12.00,0.00,153.00,153.00,0.00,0.00,0.00,0.00
2020,4,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",17.00,3.00,2.58,0.00,0.42,0.00,0.00,6.00,0.00,341.00,282.00,0.00,59.00,0.00,0.00
